FIFA Version Name,Name,Position,Age,Overall rating,Potential,Team,Contract Dates,Height,Weight,Foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Marking,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Pacing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positionings,Nationality,Player Specialities,Club League Name,Club Position,Club Kit Number,Contract Valid Until,National Team Position,National Team Kit Number,Player Image URL,Profile URL
FIFA 13,C. Marchisio,"CM, CDM",26,85,88,Juventus,2007 ~ 2016,"179cm / 5'10""",76kg / 168lbs,Right,84,CM,1-Jun-07,€20.5M,€120K,€ 0,389,77,77,68,87,80,401,84,80,68,83,86,402,79,79,79,86,79,385,76,69,87,73,80,405,80,82,82,85,76,0,228,68,80,80,59,11,11,13,13,11,2269,478,4,3,High,High,3,Lean (170-185),Yes,79,78,83,84,76,78,Italy,Engine,Serie A,LCM,8,2016,RF,8,https://cdn.sofifa.net/players/173/210/13_120.png,https://sofifa.com/player/173210/claudio-marchisio/130034/
FIFA 13,M. Hamšik,"CAM, CM",24,85,88,Napoli,2007 ~ 2016,"183cm / 6'0""",79kg / 174lbs,Right,84,CAM,1-Jul-07,€23M,€110K,€ 0,402,80,79,76,86,81,403,83,81,74,78,87,377,77,76,79,85,60,384,80,74,79,69,82,377,66,60,84,85,82,0,195,62,70,63,51,9,7,5,15,15,2189,459,4,3,High,Medium,3,Lean (170-185),Yes,76,80,83,83,66,71,Slovakia,Unknown,Serie A,CAM,17,2016,Unknown,Unknown,https://cdn.sofifa.net/players/171/877/13_120.png,https://sofifa.com/player/171877/marek-hamsik/130034/
FIFA 13,H. Lloris,GK,25,85,88,Tottenham Hotspur,2012 ~ 2016,"188cm / 6'2""",78kg / 172lbs,Left,84,GK,1-Aug-12,€12.5M,€100K,€ 0,71,13,10,10,27,11,96,10,11,10,31,34,314,63,61,55,81,54,200,23,74,46,43,14,124,31,27,10,16,40,0,34,12,10,12,415,88,81,75,81,90,1254,477,1,1,Medium,Medium,3,Lean (185+),Yes,88,81,75,90,62,81,France,Unknown,Premier League,GK,25,2016,GK,1,https://cdn.sofifa.net/players/167/948/13_120.png,https://sofifa.com/player/167948/hugo-lloris/130034/
FIFA 13,K. Benzema,ST,24,85,87,Real Madrid,2009 ~ 2015,"184cm / 6'0""",77kg / 170lbs,Right,83,ST,1-Jul-09,€19.5M,€130K,€ 0,399,72,88,78,84,77,367,82,80,73,47,85,400,83,84,79,83,71,377,83,71,70,75,78,330,61,22,87,78,82,0,40,13,15,12,41,13,11,5,5,7,1954,417,4,4,Medium,Medium,4,Normal (170-185),Yes,84,84,74,82,22,71,France,Poacher,La Liga,ST,9,2015,ST,10,https://cdn.sofifa.net/players/165/153/13_120.png,https://sofifa.com/player/165153/karim-benzema/130034/
FIFA 13,R. Montolivo,"CM, CAM, CDM",27,85,85,AC Milan,2012 ~ 2016,"181cm / 5'11""",65kg / 143lbs,Right,84,CM,1-Jul-12,€14.5M,€100K,€ 0,373,78,65,62,89,79,417,82,80,79,89,87,348,67,69,67,85,60,379,86,62,79,67,85,383,68,74,77,86,78,0,207,65,72,70,43,5,13,7,9,9,2150,448,4,3,Medium,Medium,3,Lean (170-185),Yes,68,75,85,81,69,70,Italy,Playmaker,Serie A,CM,18,2016,RCM,18,https://cdn.sofifa.net/players/159/287/13_120.png,https://sofifa.com/player/159287/riccardo-montolivo/130034/
FIFA 13,Santi Cazorla,"CAM, LM",27,85,85,Arsenal,2012 ~ 2017,"168cm / 5'6""",66kg / 146lbs,Right,84,CAM,7-Aug-12,€16.5M,€110K,€ 0,369,83,75,58,86,67,429,86,86,87,84,86,419,82,75,86,85,91,363,78,69,76,59,81,348,55,52,81,85,75,0,79,20,33,26,42,6,9,5,7,15,2049,424,5,4,Medium,Medium,3,Stocky (170-),Yes,78,77,85,86,35,63,Spain,"Dribbler, FK Specialist, Acrobat",Premier League,LM,19,2017,SUB,20,https://cdn.sofifa.net/players/146/562/13_120.png,https://sofifa.com/player/146562/santiago-cazorla-gonzalez/130034/
FIFA 13,Jesús Navas,"RW, CAM, RM, CF",26,85,86,Sevilla FC,2013 ~ 2017,"170cm / 5'7""",60kg / 132lbs,Right,84,RW,11-Jun-13,€18M,€100K,€ 0,366,85,67,55,80,79,368,87,80,46,71,84,442,92,90,91,82,87,350,78,70,79,49,74,310,62,33,80,79,56,0,73,27,20,26,55,10,10,15,7,13,1964,415,3,4,High,Medium,3,Lean (170-),Yes,91,71,78,86,29,60,Spain,"Speedster, Dribbler, Acrobat",La Liga,RW,7,2017,RW,22,https://cdn.sofifa.net/players/146/536/13_120.png,https://sofifa.com/player/146536/jesus-navas-gonzalez/130034/
FIFA 13,J. Mascherano,"CB, CDM, CM",28,85,87,FC Barcelona,2010 ~ 2016,"174cm / 5'9""",74kg / 163lbs,Right,83,CB,1-Aug-10,€14.5M,€120K,€ 0,313,63,51,63,77,59,328,58,63,50,76,81,376,69,68,72,86,81,375,76,78,87,75,59,367,92,92,51,68,64,0,263,83,92,88,34,6,10,8,5,5,2056,434,3,2,Medium,High,4,Normal (170-),Yes,68,59,70,69,86,82,Argentina,"Tackling, Tactician",La Liga,LCB,14,2016,CDM,14,https://cdn.sofifa.net/players/142/754/13_120.png,https://sofifa.com/player/142754/javier-mascherano/130034/
FIFA 13,G. Chiellini,"CB, LB",27,85,88,Juventus,2005 ~ 2015,"186cm / 6'1""",76kg / 168lbs,Left,83,CB,1-Jul-05,€17.5M,€130K,€ 0,308,69,50,76,61,52,289,60,66,40,69,54,352,75,79,63,80,55,395,84,93,71,87,60,327,84,88,46,49,60,0,266,90,90,86,50,12,8,8,8,14,1987,427,2,2,Medium,High,4,Normal (185+),Yes,77,59,61,59,88,83,Italy,"Tackling, Tactician",Serie A,LCB,3,2015,LCB,3,https://cdn.sofifa.net/players/138/956/13_120.png,https://sofifa.com/player/138956/giorgio-chiellini/130034/
FIFA 13,A. Barzagli,CB,31,85,85,Juventus,2011 ~ 2015,"186cm / 6'1""",79kg / 174lbs,Right,84,CB,1-Jan-11,€8M,€100K,€ 0,280,49,30,76,73,52,275,54,42,40,71,68,342,73,69,59,82,59,341,64,85,69,83,40,313,80,90,38,55,50,0,264,88,90,86,53,10,12,7,13,11,1868,400,3,2,Low,Medium,3,Normal (185+),Yes,71,41,61,60,88,79,Italy,"Tackling, Tactician",Serie A,RCB,15,2015,RCB,15,https://cdn.sofifa.net/players/137/186/13_120.png,https://sofifa.com/player/137186/andrea-barzagli/130034/
FIFA 13,D. De Rossi,"CDM, CM",28,85,85,Roma,2002 ~ 2017,"184cm / 6'0""",83kg / 183lbs,Right,84,CDM,1-Jul-02,€10.5M,€80K,€ 0,386,73,64,86,83,80,392,78,70,74,86,84,361,69,69,69,88,66,421,88,80,86,83,84,399,80,88,69,84,78,0,248,78,86,84,54,11,8,14,11,10,2261,471,4,2,Medium,High,3,Normal (170-185),Yes,69,75,81,79,84,83,Italy,Tactician,Serie A,CDM,16,2017,LCM,16,https://cdn.sofifa.net/players/053/302/13_120.png,https://sofifa.com/player/53302/daniele-de-rossi/130034/
FIFA 13,Puyol,"CB, RB",34,85,85,FC Barcelona,1999 ~ 2013,"178cm / 5'10""",80kg / 176lbs,Right,84,CB,1-Jul-99,€3.4M,€90K,€ 0,288,53,37,83,71,44,281,54,53,50,65,59,325,66,64,54,82,59,336,71,80,58,87,40,343,88,90,49,58,58,0,261,89,87,85,54,13,8,14,10,9,1888,398,3,2,Medium,High,3,Normal (170-185),Yes,65,46,62,57,88,80,Spain,"Tackling, Tactician",La Liga,SUB,5,2013,Unknown,Unknown,https://cdn.sofifa.net/players/013/038/13_120.png,https://sofifa.com/player/13038/carles-puyol-saforcada/130034/
FIFA 13,T. Müller,"RM, CAM, CF",22,84,86,FC Bayern München,2008 ~ 2017,"186cm / 6'1""",74kg / 163lbs,Right,84,CAM,1-Jul-08,€21.5M,€110K,€ 0,414,83,85,78,84,84,375,79,81,60,72,83,408,83,85,79,87,74,383,81,69,88,67,78,346,57,48,88,85,68,0,83,12,39,32,52,6,7,11,14,14,2061,433,4,3,High,High,3,Lean (185+),Yes,84,82,81,80,36,70,Germany,Engine,Bundesliga,CAM,25,2017,RM,13,https://cdn.sofifa.net/players/189/596/13_120.png,https://sofifa.com/player/189596/thomas-muller/130034/
FIFA 13,Pedro,"RW, LW",24,84,88,FC Barcelona,2008 ~ 2016,"169cm / 5'7""",64kg / 141lbs,Right,83,RW,1-Jan-08,€23M,€130K,€ 0,369,79,81,55,84,70,384,85,81,57,74,87,420,86,83,84,85,82,346,71,67,81,52,75,336,56,49,88,77,66,0,93,30,32,31,52,5,11,12,15,9,2000,423,5,4,High,High,3,Normal (170-),Yes,84,77,79,85,37,61,Spain,Unknown,La Liga,SUB,17,2016,SUB,11,https://cdn.sofifa.net/players/189/505/13_120.png,https://sofifa.com/player/189505/pedro-rodriguez-ledesma/130034/
FIFA 13,M. Reus,"LM, RM, CAM",23,84,88,Borussia Dortmund,2012 ~ 2017,"181cm / 5'11""",73kg / 161lbs,Right,84,CAM,1-Jul-12,€21.5M,€130K,€ 0,382,78,86,51,83,84,408,87,82,84,74,81,437,89,92,89,85,82,388,85,73,77,64,89,312,44,36,86,79,67,0,82,22,28,32,61,12,12,13,13,11,2070,436,4,4,Medium,Medium,3,Lean (170-185),Yes,91,85,80,85,31,64,Germany,"Speedster, Dribbler, Distance shooter, Acrobat, Clinical finisher, Complete forward",Bundesliga,LM,11,2017,LM,21,https://cdn.sofifa.net/players/188/350/13_120.png,https://sofifa.com/player/188350/marco-reus/130034/
FIFA 13,T. Kroos,"CAM, CM, CDM",22,84,87,FC Bayern München,2007 ~ 2015,"182cm / 6'0""",78kg / 172lbs,Right,83,CAM,1-Jul-07,€27M,€130K,€ 0,380,86,73,52,86,83,423,83,86,83,84,87,349,60,52,75,86,76,369,86,54,74,67,88,357,53,66,78,87,73,0,149,36,59,54,51,10,11,13,7,10,2078,421,5,3,Medium,Medium,3,Normal (170-185),Yes,56,79,86,83,52,65,Germany,"Playmaker, Distance shooter, Crosser, Complete midfielder",Bundesliga,SUB,39,2015,SUB,18,https://cdn.sofifa.net/players/182/521/13_120.png,https://sofifa.com/player/182521/toni-kroos/130034/
FIFA 13,S. Jovetić,ST,22,84,88,Fiorentina,2008 ~ 2016,"185cm / 6'1""",79kg / 174lbs,Right,84,CAM,1-Jul-08,€27M,€120K,€ 0,394,72,83,76,82,81,405,87,84,72,73,89,395,83,81,85,84,62,389,83,76,75,75,80,331,50,30,84,80,87,0,103,27,42,34,40,9,7,5,9,10,2057,437,4,4,High,Medium,3,Normal (185+),No,82,83,78,86,38,70,Montenegro,Unknown,Serie A,LS,8,2016,Unknown,Unknown,https://cdn.sofifa.net/players/181/820/13_120.png,https://sofifa.com/player/181820/stevan-jovetic/130034/
FIFA 13,Hernanes,"CAM, CM",27,84,85,Lazio,2010 ~ 2015,"180cm / 5'11""",76kg / 168lbs,Right,83,CAM,1-Jul-10,€18M,€100K,€ 0,383,80,77,60,86,80,424,86,84,86,80,88,372,68,72,76,84,72,386,86,68,73,73,86,399,71,78,80,84,86,0,194,50,74,70,53,10,12,14,8,9,2211,457,5,4,High,Medium,3,Normal (170-185),No,70,81,83,85,66,72,Brazil,FK Specialist,Serie A,LCM,8,2015,SUB,8,https://cdn.sofifa.net/players/180/432/13_120.png,https://sofifa.com/player/180432/a-hernanes-de-carvalho-a-lima/130034/
FIFA 13,S. Khedira,"CDM, CM",25,84,86,Real Madrid,2010 ~ 2015,"189cm / 6'2""",81kg / 179lbs,Right,83,CDM,1-Jul-10,€13.5M,€110K,€ 0,360,55,62,80,85,78,337,60,67,58,75,77,313,58,61,52,83,59,395,82,62,88,89,74,375,80,89,66,79,61,0,242,75,88,79,48,11,9,5,15,8,2070,437,4,2,Medium,High,3,Normal (185+),Yes,60,69,74,65,83,86,Germany,Tactician,La Liga,RDM,6,2015,RDM,6,https://cdn.sofifa.net/players/179/846/13_120.png,https://sofifa.com/player/179846/sami-khedira/130034/
FIFA 13,L. Modrić,"CM, CAM, CDM",26,84,88,Real Madrid,2012 ~ 2017,"174cm / 5'9""",65kg / 143lbs,Right,83,CM,1-Aug-12,€20.5M,€130K,€ 0,369,76,70,57,90,76,417,82,83,79,88,85,423,79,74,92,84,94,368,70,67,86,62,83,385,69,71,80,85,80,0,185,58,68,59,52,13,9,7,14,9,2199,454,4,4,High,Medium,3,Lean (170-185),Yes,76,74,85,85,64,70,Croatia,Acrobat,La Liga,SUB,19,2017,Unknown,Unknown,https://cdn.sofifa.net/players/177/003/13_120.png,https://sofifa.com/player/177003/luka-modric/130034/
FIFA 13,S. Sirigu,GK,25,84,85,Paris Saint-Germain,2011 ~ 2015,"192cm / 6'4""",80kg / 176lbs,Right,83,GK,1-Jul-11,€8M,€110K,€ 0,64,13,8,8,23,12,90,15,11,11,28,25,286,50,51,52,78,55,245,42,73,50,66,14,132,34,20,10,35,33,0,38,16,9,13,408,85,79,73,84,87,1263,459,2,1,Medium,Medium,3,Normal (185+),Yes,85,79,73,87,51,84,Italy,Unknown,Ligue 1,GK,30,2015,SUB,12,https://cdn.sofifa.net/players/168/435/13_120.png,https://sofifa.com/player/168435/salvatore-sirigu/130034/
FIFA 13,G. Higuaín,"ST, CF",24,84,87,Real Madrid,2007 ~ 2016,"184cm / 6'0""",81kg / 179lbs,Right,82,ST,1-Jan-07,€23M,€140K,€ 0,382,72,90,76,67,77,344,76,72,52,62,82,365,77,78,69,82,59,373,83,72,66,76,76,323,59,32,88,70,74,0,42,18,11,13,44,6,13,8,6,11,1873,400,4,4,Medium,Medium,4,Normal (170-185),Yes,78,84,67,77,24,70,Argentina,Poacher,La Liga,SUB,20,2016,ST,9,https://cdn.sofifa.net/players/167/664/13_120.png,https://sofifa.com/player/167664/gonzalo-higuain/130034/
FIFA 13,S. Nasri,"CAM, LM, RM",25,84,85,Manchester City,2011 ~ 2015,"177cm / 5'10""",75kg / 165lbs,Right,83,CAM,24-Aug-11,€18M,€110K,€ 0,369,81,76,55,85,72,416,86,78,83,82,87,423,83,82,83,83,92,354,75,68,72,64,75,320,33,37,81,86,83,0,116,35,37,44,50,5,9,13,15,8,2048,427,4,4,Medium,Low,3,Normal (170-185),Yes,82,76,84,86,39,60,France,Dribbler,Premier League,LM,8,2015,Unknown,Unknown,https://cdn.sofifa.net/players/165/239/13_120.png,https://sofifa.com/player/165239/samir-nasri/130034/
FIFA 13,E. Lavezzi,"LW, ST",27,84,86,Paris Saint-Germain,2012 ~ 2016,"173cm / 5'8""",75kg / 165lbs,Right,83,LW,1-Jul-12,€17.5M,€120K,€ 0,360,78,76,47,80,79,390,87,79,76,60,88,445,90,87,91,85,92,380,83,73,80,72,72,336,75,30,82,81,68,0,95,20,39,36,48,5,14,10,8,11,2054,437,4,4,High,Medium,3,Stocky (170-185),Yes,88,77,77,88,32,75,Argentina,"Dribbler, Acrobat",Ligue 1,LM,11,2016,SUB,22,https://cdn.sofifa.net/players/159/065/13_120.png,https://sofifa.com/player/159065/ezequiel-lavezzi/130034/
FIFA 13,Dante,"CB, LB",28,84,84,FC Bayern München,2012 ~ 2016,"188cm / 6'2""",87kg / 192lbs,Left,83,CB,1-Jul-12,€11.5M,€100K,€ 0,337,71,48,87,78,53,347,68,65,60,76,78,350,67,69,69,84,61,355,77,67,68,83,60,325,78,84,38,65,60,0,254,84,84,86,51,14,8,10,6,13,2019,431,3,3,Medium,Medium,3,Normal (185+),No,68,57,72,72,85,77,Brazil,Unknown,Bundesliga,LCB,4,2016,SUB,13,https://cdn.sofifa.net/players/158/625/13_120.png,https://sofifa.com/player/158625/dante-bonfim-costa-santos/130034/
FIFA 13,J. Farfán,"RM, RW, ST, CAM",27,84,85,FC Schalke 04,2008 ~ 2016,"178cm / 5'10""",84kg / 185lbs,Right,84,RW,1-Jul-08,€16M,€110K,€ 0,375,85,78,58,84,70,403,86,82,78,73,84,424,90,88,79,86,81,379,81,65,80,78,75,352,73,39,84,79,77,0,89,17,43,29,59,15,12,5,12,15,2081,444,3,4,Medium,Medium,3,Normal (170-185),Yes,89,78,81,84,35,77,Peru,Dribbler,Bundesliga,RM,17,2016,RW,10,https://cdn.sofifa.net/players/158/133/13_120.png,https://sofifa.com/player/158133/jefferson-farfan/130034/
FIFA 13,J. Hart,GK,25,84,86,Manchester City,2006 ~ 2016,"196cm / 6'5""",84kg / 185lbs,Right,83,GK,24-May-06,€9.5M,€110K,€ 0,89,14,14,10,32,19,96,11,17,13,35,20,325,61,55,59,81,69,219,25,72,42,61,19,158,38,25,14,32,49,0,41,14,14,13,410,86,76,79,81,88,1338,468,3,1,Medium,Medium,3,Normal (185+),Yes,86,76,79,88,58,81,England,Unknown,Premier League,GK,1,2016,GK,1,https://cdn.sofifa.net/players/150/724/13_120.png,https://sofifa.com/player/150724/joe-hart/130034/
FIFA 13,Soldado,"ST, CF",27,84,84,Valencia CF,2010 ~ 2017,"179cm / 5'10""",72kg / 159lbs,Right,83,ST,1-Jul-10,€16.5M,€90K,€ 0,385,62,88,83,70,82,361,77,74,64,65,81,384,78,79,74,81,72,395,82,83,75,76,79,342,69,40,90,66,77,0,119,42,40,37,50,12,12,13,8,5,2036,428,3,3,Medium,Medium,3,Normal (170-185),Yes,79,84,67,78,45,75,Spain,Poacher,La Liga,ST,9,2017,ST,14,https://cdn.sofifa.net/players/146/758/13_120.png,https://sofifa.com/player/146758/roberto-soldado-rillo/130034/
FIFA 13,Dani Alves,"RB, RW",29,84,84,FC Barcelona,2008 ~ 2015,"173cm / 5'8""",64kg / 141lbs,Right,83,RWB,1-Jul-08,€10.5M,€110K,€ 0,359,83,60,66,82,68,396,81,77,74,79,85,438,87,92,88,87,84,409,88,85,88,71,77,358,84,81,63,60,70,0,237,69,82,86,38,5,11,9,6,7,2235,476,3,4,High,Low,4,Normal (170-185),Yes,90,70,77,83,77,79,Brazil,Acrobat,La Liga,RB,2,2015,RB,2,https://cdn.sofifa.net/players/146/530/13_120.png,https://sofifa.com/player/146530/daniel-alves-da-silva/130034/
FIFA 13,A. Turan,"LM, CAM, RM, LW",25,84,88,Atlético Madrid,2011 ~ 2015,"176cm / 5'9""",72kg / 159lbs,Right,83,LM,1-Aug-11,€20.5M,€130K,€ 0,389,81,74,70,84,80,401,89,81,64,79,88,399,77,70,84,83,85,363,74,80,71,61,77,344,72,31,82,86,73,0,130,21,46,63,52,11,7,11,12,11,2078,425,4,4,Medium,High,3,Normal (170-185),No,73,75,82,88,40,67,Türkiye,Dribbler,La Liga,LM,10,2015,LM,14,https://cdn.sofifa.net/players/143/745/13_120.png,https://sofifa.com/player/143745/arda-turan/130034/
FIFA 13,F. Marchetti,GK,29,84,85,Lazio,2011 ~ 2016,"188cm / 6'2""",83kg / 183lbs,Left,83,GK,1-Jul-11,€8M,€90K,€ 0,90,13,17,12,36,12,107,11,14,12,35,35,298,57,50,60,70,61,261,50,83,54,62,12,115,36,23,12,15,29,0,45,19,12,14,406,88,80,66,82,90,1322,459,2,1,Medium,Medium,3,Normal (185+),No,88,80,66,90,53,82,Italy,Unknown,Serie A,GK,22,2016,SUB,13,https://cdn.sofifa.net/players/139/668/13_120.png,https://sofifa.com/player/139668/federico-marchetti/130034/
FIFA 13,Nani,"RM, LM",25,84,86,Manchester United,2007 ~ 2014,"175cm / 5'9""",65kg / 143lbs,Right,85,RW,1-Jul-07,€17.5M,€110K,€ 0,363,82,79,46,81,75,406,89,80,74,76,87,426,88,84,93,78,83,359,85,51,76,63,84,327,58,31,83,83,72,0,57,15,22,20,40,5,10,13,6,6,1978,424,4,5,High,Low,3,Lean (170-185),Yes,86,81,80,88,24,65,Portugal,"Dribbler, Acrobat",Premier League,SUB,17,2014,SUB,17,https://cdn.sofifa.net/players/139/068/13_120.png,https://sofifa.com/player/139068/luis-carlos-almeida-da-cunha/130034/
FIFA 13,Diego,"CAM, RM",27,84,85,VfL Wolfsburg,2010 ~ 2014,"173cm / 5'8""",73kg / 161lbs,Right,83,CAM,1-Aug-10,€18M,€80K,€ 0,375,80,73,53,87,82,427,88,85,86,81,87,406,78,74,86,84,84,350,68,77,57,66,82,329,64,34,74,86,71,0,116,35,42,39,45,6,6,5,14,14,2048,424,4,4,High,Medium,3,Normal (170-),Yes,76,74,84,87,39,64,Brazil,"Dribbler, Playmaker, FK Specialist, Acrobat, Complete midfielder",Bundesliga,CAM,10,2014,Unknown,Unknown,https://cdn.sofifa.net/players/136/138/13_120.png,https://sofifa.com/player/136138/diego-ribas-da-cunha/130034/
FIFA 13,R. Adler,GK,27,84,85,Hamburger SV,2012 ~ 2017,"191cm / 6'3""",87kg / 192lbs,Right,84,GK,1-Jul-12,€8M,€70K,€ 0,101,12,13,9,38,29,102,12,11,12,36,31,260,46,37,49,85,43,216,44,69,26,64,13,104,34,22,12,11,25,0,34,11,11,12,412,86,81,76,83,86,1229,453,3,1,Medium,Medium,2,Normal (185+),Yes,86,81,76,86,41,83,Germany,Unknown,Bundesliga,GK,15,2017,SUB,12,https://cdn.sofifa.net/players/121/933/13_120.png,https://sofifa.com/player/121933/rene-adler/130034/
FIFA 13,Pepe,"CB, CDM",29,84,84,Real Madrid,2007 ~ 2015,"188cm / 6'2""",81kg / 179lbs,Right,83,CB,1-Jul-07,€10.5M,€100K,€ 0,264,46,46,81,68,23,267,58,44,47,60,58,346,70,77,67,74,58,357,63,79,75,84,56,328,92,85,40,54,57,0,263,83,87,93,47,8,15,5,9,10,1872,410,3,2,Medium,High,3,Lean (185+),Yes,74,51,57,60,85,83,Portugal,Tackling,La Liga,SUB,3,2015,SUB,3,https://cdn.sofifa.net/players/120/533/13_120.png,https://sofifa.com/player/120533/kepler-laveran-lima-ferreira/130034/
FIFA 13,A. Di Natale,"ST, CF, LW",34,84,84,Udinese,2004 ~ 2014,"170cm / 5'7""",70kg / 154lbs,Right,86,CAM,1-Jul-04,€8.5M,€60K,€ 0,400,80,89,63,80,88,429,86,86,87,78,92,438,90,84,91,87,86,361,83,60,71,63,84,351,60,33,89,82,87,0,86,22,34,30,54,14,9,15,5,11,2119,440,4,4,High,Low,2,Normal (170-),Yes,87,87,81,88,33,64,Italy,"Dribbler, FK Specialist, Acrobat, Clinical finisher",Serie A,ST,10,2014,Unknown,Unknown,https://cdn.sofifa.net/players/120/274/13_120.png,https://sofifa.com/player/120274/antonio-di-natale/130034/
FIFA 13,Victor Valdés,GK,30,84,84,FC Barcelona,2002 ~ 2014,"183cm / 6'0""",78kg / 172lbs,Right,83,GK,1-Jul-02,€6.5M,€100K,€ 0,67,10,9,11,27,10,98,12,11,12,36,27,302,60,55,58,76,53,222,29,80,34,71,8,144,47,21,12,38,26,0,26,9,9,8,415,83,79,78,91,84,1274,472,3,1,Medium,Medium,3,Normal (170-185),Yes,83,79,78,84,57,91,Spain,Unknown,La Liga,GK,1,2014,SUB,12,https://cdn.sofifa.net/players/106/573/13_120.png,https://sofifa.com/player/106573/victor-valdes-arribas/130034/
FIFA 13,P. Čech,GK,30,84,84,Chelsea,2004 ~ 2016,"196cm / 6'5""",91kg / 201lbs,Left,83,GK,1-Jul-04,€6.5M,€100K,€ 0,102,19,12,19,35,17,116,12,13,19,33,39,282,45,52,49,86,50,182,21,38,47,65,11,129,17,23,13,33,43,0,36,11,13,12,408,85,81,74,83,85,1255,457,3,1,Medium,Medium,3,Normal (185+),Yes,85,81,74,85,49,83,Czechia,Unknown,Premier League,GK,1,2016,GK,1,https://cdn.sofifa.net/players/048/940/13_120.png,https://sofifa.com/player/48940/petr-cech/130034/
FIFA 13,R. van der Vaart,"CAM, CF, CM",29,84,84,Hamburger SV,2012 ~ 2015,"176cm / 5'9""",74kg / 163lbs,Left,83,CAM,1-Aug-12,€15.5M,€70K,€ 0,386,82,80,54,86,84,430,83,86,88,87,86,357,60,63,73,86,75,358,82,58,68,65,85,355,59,47,84,87,78,0,78,23,33,22,55,11,11,5,15,13,2019,411,4,4,Medium,Medium,3,Normal (170-185),Yes,62,82,86,83,34,64,Netherlands,"Playmaker, FK Specialist",Bundesliga,CAM,23,2015,CAM,10,https://cdn.sofifa.net/players/045/574/13_120.png,https://sofifa.com/player/45574/rafael-van-der-vaart/130034/
FIFA 13,A. Cole,LB,31,84,84,Chelsea,2006 ~ 2014,"176cm / 5'9""",67kg / 148lbs,Left,83,LB,31-Aug-06,€8M,€100K,€ 0,344,83,52,69,81,59,357,78,68,57,76,78,399,81,77,77,88,76,367,77,77,86,69,58,363,78,82,67,63,73,0,260,81,87,92,47,14,7,14,6,6,2137,450,2,3,High,Medium,3,Normal (170-185),Yes,79,60,75,78,83,75,England,Tackling,Premier League,LB,3,2014,LB,3,https://cdn.sofifa.net/players/034/079/13_120.png,https://sofifa.com/player/34079/ashley-cole/130034/
FIFA 13,M. Klose,ST,34,84,84,Lazio,2011 ~ 2014,"184cm / 6'0""",74kg / 163lbs,Right,82,ST,1-Jul-11,€8.5M,€90K,€ 0,405,69,88,91,76,81,334,77,75,51,47,84,364,76,74,72,82,60,360,79,94,55,73,59,330,67,28,88,64,83,0,76,20,30,26,52,5,14,13,10,10,1921,400,4,3,High,Medium,4,Lean (170-185),Yes,75,80,67,78,32,68,Germany,Aerial threat,Serie A,ST,11,2014,ST,11,https://cdn.sofifa.net/players/011/141/13_120.png,https://sofifa.com/player/11141/miroslav-klose/130034/
FIFA 13,S. Eto'o,"CF, CAM, ST",31,84,84,FC Anzhi Makhachkala,2011 ~ 2014,"180cm / 5'11""",79kg / 174lbs,Right,83,ST,1-Aug-11,€13M,€80K,€ 0,385,69,85,76,73,82,382,87,78,72,62,83,427,90,91,88,84,74,384,83,85,78,63,75,362,75,39,85,74,89,0,94,20,39,35,53,7,10,11,13,12,2087,437,3,4,High,Medium,4,Lean (170-185),Yes,91,83,71,85,37,70,Cameroon,"Speedster, Acrobat",Premier League,ST,9,2014,LS,9,https://cdn.sofifa.net/players/009/676/13_120.png,https://sofifa.com/player/9676/samuel-etoo/130034/
FIFA 13,Isco,"CAM, CM, LM, ST",20,83,87,Málaga CF,2011 ~ 2016,"176cm / 5'9""",74kg / 163lbs,Right,83,CAM,1-Jul-11,€19.5M,€70K,€ 0,339,74,73,48,85,59,413,88,84,72,80,89,408,80,79,86,79,84,350,75,64,70,59,82,343,58,43,82,84,76,0,74,25,23,26,51,10,8,12,15,6,1978,414,3,4,High,Low,1,Normal (170-185),No,79,75,81,87,30,62,Spain,Dribbler,La Liga,LM,22,2016,Unknown,Unknown,https://cdn.sofifa.net/players/197/781/13_120.png,https://sofifa.com/player/197781/francisco-roman-alarcon-suarez/130034/
FIFA 13,T. Courtois,GK,20,83,88,Atlético Madrid,"Jun 23, 2014 On loan","199cm / 6'6""",88kg / 194lbs,Left,83,GK,1-Jul-11,€16M,€90K,€ 0,85,14,14,13,32,12,97,13,19,11,31,23,296,51,58,64,78,45,261,36,71,56,81,17,112,23,15,13,34,27,0,45,11,18,16,407,81,87,69,84,86,1303,462,3,1,Medium,Medium,1,Lean (185+),No,81,87,69,86,55,84,Belgium,Unknown,La Liga,GK,13,23-Jun-14,GK,1,https://cdn.sofifa.net/players/192/119/13_120.png,https://sofifa.com/player/192119/thibaut-courtois/130034/
